CustomerID,Total_Revenue,Total_Orders,Customer_Segment
13369,308.28000000000003,1,Low Value Customer
13370,754.87,1,Low Value Customer
13372,378.64,1,Low Value Customer
13373,3312.25,3,Medium Value Customer
13375,778.65,1,Low Value Customer
13376,1019.76,3,Low Value Customer
13379,572.56,3,Low Value Customer
13381,3639.31,6,Medium Value Customer
13382,222.99,1,Low Value Customer
13384,4151.93,7,Medium Value Customer
13385,534.57,1,Low Value Customer
13388,677.1,2,Low Value Customer
13389,797.96,3,Low Value Customer
13390,544.08,1,Low Value Customer
13391,59.8,1,Low Value Customer
13394,2520.02,8,Low Value Customer
13395,307.72,1,Low Value Customer
13396,1360.99,2,Low Value Customer
13397,1544.13,5,Low Value Customer
13398,457.34,1,Low Value Customer
13402,621.23,2,Low Value Customer
13403,75.0,1,Low Value Customer
13404,252.49,2,Low Value Customer
13405,572.451,3,Low Value Customer
13408,28117.04,62,High Value Customer
13410,1003.0600000000001,5,Low Value Customer
13411,213.55,1,Low Value Customer
13414,1390.5,3,Low Value Customer
13416,712.5,2,Low Value Customer
13417,640.83,2,Low Value Customer
13418,6127.43,18,Medium Value Customer
13419,221.06,1,Low Value Customer
13420,159.85,2,Low Value Customer
13421,1833.71,2,Low Value Customer
13422,2626.3,1,Low Value Customer
13425,1624.21,3,Low Value Customer
13426,3641.32,10,Medium Value Customer
13427,582.6,3,Low Value Customer
13428,201.78,1,Low Value Customer
13429,1006.8,4,Low Value Customer
13430,679.45,2,Low Value Customer
13431,1269.1,2,Low Value Customer
13434,534.24,2,Low Value Customer
13435,3809.8900000000003,7,Medium Value Customer
13436,196.89,1,Low Value Customer
13437,3408.06,7,Medium Value Customer
13439,283.71,1,Low Value Customer
13441,296.64,1,Low Value Customer
13447,1129.14,3,Low Value Customer
13448,3534.69,6,Medium Value Customer
13449,291.88,1,Low Value Customer
13450,2043.72,6,Low Value Customer
13451,2898.2599999999998,5,Low Value Customer
13452,590.0,2,Low Value Customer
13453,356.97999999999996,2,Low Value Customer
13455,1058.34,2,Low Value Customer
13456,1766.72,6,Low Value Customer
13458,9646.57,14,Medium Value Customer
13460,183.44,2,Low Value Customer
13461,1445.0,3,Low Value Customer
13462,151.5,1,Low Value Customer
13464,674.68,1,Low Value Customer
13466,307.9,1,Low Value Customer
13467,1071.91,2,Low Value Customer
13468,5704.97,37,Medium Value Customer
13470,165.0,2,Low Value Customer
13471,2501.84,4,Low Value Customer
13473,422.64,2,Low Value Customer
13474,226.84,1,Low Value Customer
13475,1431.78,4,Low Value Customer
13476,1238.47,2,Low Value Customer
13477,1454.58,6,Low Value Customer
13479,300.95,2,Low Value Customer
13481,1804.56,5,Low Value Customer
13482,184.64,1,Low Value Customer
13483,140.34,1,Low Value Customer
13484,313.8,1,Low Value Customer
13485,454.24,1,Low Value Customer
13486,1122.41,3,Low Value Customer
13487,575.4,3,Low Value Customer
13488,8968.31,13,Medium Value Customer
13489,449.52,4,Low Value Customer
13491,1215.82,10,Low Value Customer
13492,1269.84,3,Low Value Customer
13493,618.63,2,Low Value Customer
13494,316.26000000000005,1,Low Value Customer
13495,2044.8700000000001,5,Low Value Customer
13496,653.33,2,Low Value Customer
13497,348.05,2,Low Value Customer
13499,1159.11,5,Low Value Customer
13500,1166.77,3,Low Value Customer
13501,1340.32,1,Low Value Customer
13502,292.0,3,Low Value Customer
13503,216.85,1,Low Value Customer
13504,295.93,1,Low Value Customer
13505,4393.63,4,Medium Value Customer
13506,458.52,2,Low Value Customer
13507,2479.16,4,Low Value Customer
13508,110.97,1,Low Value Customer
13509,979.72,7,Low Value Customer
13510,1791.56,4,Low Value Customer
13512,251.21,1,Low Value Customer
13513,205.1,1,Low Value Customer
13514,152.20000000000002,1,Low Value Customer
13515,891.12,4,Low Value Customer
13516,1389.41,3,Low Value Customer
13517,2128.42,3,Low Value Customer
13518,627.16,1,Low Value Customer
13519,122.75,1,Low Value Customer
13520,3624.35,6,Medium Value Customer
13521,1071.73,3,Low Value Customer
13522,125.80000000000001,1,Low Value Customer
13523,3964.88,5,Medium Value Customer
13524,680.1800000000001,5,Low Value Customer
13525,628.78,2,Low Value Customer
13527,2242.36,7,Low Value Customer
13529,307.76,2,Low Value Customer
13531,483.8,2,Low Value Customer
13532,210.31,1,Low Value Customer
13533,269.09,3,Low Value Customer
13534,5870.08,25,Medium Value Customer
13536,3444.39,7,Medium Value Customer
13538,1280.85,7,Low Value Customer
13539,631.34,3,Low Value Customer
13544,276.06,2,Low Value Customer
13546,621.09,3,Low Value Customer
13548,678.16,2,Low Value Customer
13549,918.2,7,Low Value Customer
13551,91.80000000000001,1,Low Value Customer
13552,3740.07,12,Medium Value Customer
13555,4098.88,4,Medium Value Customer
13557,584.06,2,Low Value Customer
13558,594.52,4,Low Value Customer
13560,171.42000000000002,1,Low Value Customer
13561,141.85999999999999,1,Low Value Customer
13562,1799.33,3,Low Value Customer
13563,777.53,2,Low Value Customer
13564,1724.67,3,Low Value Customer
13565,240.22,2,Low Value Customer
13566,856.84,2,Low Value Customer
13568,187.05,1,Low Value Customer
13569,338.62,2,Low Value Customer
13570,239.49,1,Low Value Customer
13571,2088.94,12,Low Value Customer
13572,1384.25,1,Low Value Customer
13573,290.25,2,Low Value Customer
13575,732.0699999999999,5,Low Value Customer
13576,6717.34,18,Medium Value Customer
13577,1687.6000000000001,4,Low Value Customer
13579,467.04,2,Low Value Customer
13581,118.0,1,Low Value Customer
13583,781.03,1,Low Value Customer
13584,142.4,1,Low Value Customer
13587,712.4,1,Low Value Customer
13588,2478.95,9,Low Value Customer
13589,379.65,2,Low Value Customer
13590,1981.92,6,Low Value Customer
13591,1117.13,3,Low Value Customer
13592,247.96,4,Low Value Customer
13593,2011.88,5,Low Value Customer
13594,396.97,1,Low Value Customer
13596,664.11,2,Low Value Customer
13598,160.04,1,Low Value Customer
13599,5149.92,21,Medium Value Customer
13600,219.52,1,Low Value Customer
13601,693.32,2,Low Value Customer
13602,428.89,1,Low Value Customer
13603,164.34,1,Low Value Customer
13606,276.75,3,Low Value Customer
13607,675.51,1,Low Value Customer
13610,1082.33,7,Low Value Customer
13611,1154.4,3,Low Value Customer
13614,1585.46,4,Low Value Customer
13615,417.69,1,Low Value Customer
13617,544.18,3,Low Value Customer
13618,177.34,1,Low Value Customer
13621,213.85,1,Low Value Customer
13623,727.74,5,Low Value Customer
13626,257.23,1,Low Value Customer
13627,1638.47,5,Low Value Customer
13629,7792.36,11,Medium Value Customer
13630,2031.78,7,Low Value Customer
13631,3070.42,11,Medium Value Customer
13632,2118.93,5,Low Value Customer
13634,1547.3600000000001,5,Low Value Customer
13635,1071.03,1,Low Value Customer
13636,949.12,5,Low Value Customer
13637,804.3,3,Low Value Customer
13638,122.64,1,Low Value Customer
13639,1033.34,1,Low Value Customer
13642,312.28,1,Low Value Customer
13643,519.44,3,Low Value Customer
13644,2624.26,4,Low Value Customer
13645,252.1,1,Low Value Customer
13647,1648.1200000000001,4,Low Value Customer
13649,346.6,2,Low Value Customer
13650,1836.3400000000001,6,Low Value Customer
13651,94.2,2,Low Value Customer
13652,1095.08,3,Low Value Customer
13654,2707.33,6,Low Value Customer
13655,932.97,2,Low Value Customer
13656,379.65,2,Low Value Customer
13657,382.14,2,Low Value Customer
13658,2639.17,5,Low Value Customer
13659,1563.0,2,Low Value Customer
13662,881.26,3,Low Value Customer
13663,189.47,1,Low Value Customer
13666,84.65,3,Low Value Customer
13667,299.05,1,Low Value Customer
13668,6309.83,21,Medium Value Customer
13669,218.55,2,Low Value Customer
13670,349.7,1,Low Value Customer
13672,186.39000000000001,2,Low Value Customer
13673,387.44,2,Low Value Customer
13675,486.82000000000005,2,Low Value Customer
13678,232.6,1,Low Value Customer
13680,3719.12,4,Medium Value Customer
13681,827.83,4,Low Value Customer
13682,59.5,1,Low Value Customer
13684,65.13,1,Low Value Customer
13685,3119.44,7,Medium Value Customer
13686,72.0,1,Low Value Customer
13689,910.0,1,Low Value Customer
13690,172.25,1,Low Value Customer
13692,1488.32,3,Low Value Customer
13694,65039.62,50,High Value Customer
13695,2504.13,15,Low Value Customer
13697,151.29999999999998,1,Low Value Customer
13699,308.58000000000004,1,Low Value Customer
