InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,OrderYear,OrderMonthNumber,OrderMonthName,OrderDayName
581413,79321,CHILLI LIGHTS,4,2011-12-08 14:39:00,5.75,16833,United Kingdom,23.0,2011,12,December,Thursday
581413,82582,AREA PATROLLED METAL SIGN,12,2011-12-08 14:39:00,2.1,16833,United Kingdom,25.200000000000003,2011,12,December,Thursday
581413,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2011-12-08 14:39:00,8.5,16833,United Kingdom,51.0,2011,12,December,Thursday
581412,23582,VINTAGE DOILY JUMBO BAG RED,10,2011-12-08 14:38:00,2.08,14415,United Kingdom,20.8,2011,12,December,Thursday
581412,23202,JUMBO BAG VINTAGE LEAF,5,2011-12-08 14:38:00,2.08,14415,United Kingdom,10.4,2011,12,December,Thursday
581412,20713,JUMBO BAG OWLS,5,2011-12-08 14:38:00,2.08,14415,United Kingdom,10.4,2011,12,December,Thursday
581412,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-12-08 14:38:00,2.08,14415,United Kingdom,6.24,2011,12,December,Thursday
581412,85099B,JUMBO BAG RED RETROSPOT,3,2011-12-08 14:38:00,2.08,14415,United Kingdom,6.24,2011,12,December,Thursday
581412,23681,LUNCH BAG RED VINTAGE DOILY,4,2011-12-08 14:38:00,1.65,14415,United Kingdom,6.6,2011,12,December,Thursday
581412,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,20726,LUNCH BAG WOODLAND,2,2011-12-08 14:38:00,1.65,14415,United Kingdom,3.3,2011,12,December,Thursday
581412,20725,LUNCH BAG RED RETROSPOT,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,23583,LUNCH BAG PAISLEY PARK,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,20727,LUNCH BAG  BLACK SKULL.,1,2011-12-08 14:38:00,1.65,14415,United Kingdom,1.65,2011,12,December,Thursday
581412,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-12-08 14:38:00,4.95,14415,United Kingdom,9.9,2011,12,December,Thursday
581412,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-12-08 14:38:00,3.75,14415,United Kingdom,3.75,2011,12,December,Thursday
581412,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-08 14:38:00,0.95,14415,United Kingdom,0.95,2011,12,December,Thursday
581412,23583,LUNCH BAG PAISLEY PARK,2,2011-12-08 14:38:00,1.65,14415,United Kingdom,3.3,2011,12,December,Thursday
581412,20727,LUNCH BAG  BLACK SKULL.,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,22553,PLASTERS IN TIN SKULLS,2,2011-12-08 14:38:00,1.65,14415,United Kingdom,3.3,2011,12,December,Thursday
581412,22556,PLASTERS IN TIN CIRCUS PARADE,2,2011-12-08 14:38:00,1.65,14415,United Kingdom,3.3,2011,12,December,Thursday
581412,22555,PLASTERS IN TIN STRONGMAN,4,2011-12-08 14:38:00,1.65,14415,United Kingdom,6.6,2011,12,December,Thursday
581412,23439,HAND WARMER RED LOVE HEART,5,2011-12-08 14:38:00,2.1,14415,United Kingdom,10.5,2011,12,December,Thursday
581412,22633,HAND WARMER UNION JACK,4,2011-12-08 14:38:00,2.1,14415,United Kingdom,8.4,2011,12,December,Thursday
581412,22865,HAND WARMER OWL DESIGN,10,2011-12-08 14:38:00,2.1,14415,United Kingdom,21.0,2011,12,December,Thursday
581412,22632,HAND WARMER RED RETROSPOT,9,2011-12-08 14:38:00,2.1,14415,United Kingdom,18.900000000000002,2011,12,December,Thursday
581412,22110,BIRD HOUSE HOT WATER BOTTLE,2,2011-12-08 14:38:00,2.55,14415,United Kingdom,5.1,2011,12,December,Thursday
581412,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-08 14:38:00,4.95,14415,United Kingdom,9.9,2011,12,December,Thursday
581412,21479,WHITE SKULL HOT WATER BOTTLE,1,2011-12-08 14:38:00,4.25,14415,United Kingdom,4.25,2011,12,December,Thursday
581412,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-12-08 14:38:00,0.79,14415,United Kingdom,2.37,2011,12,December,Thursday
581412,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-12-08 14:38:00,4.95,14415,United Kingdom,4.95,2011,12,December,Thursday
581412,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-12-08 14:38:00,4.95,14415,United Kingdom,4.95,2011,12,December,Thursday
581412,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-12-08 14:38:00,4.95,14415,United Kingdom,4.95,2011,12,December,Thursday
581412,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,7,2011-12-08 14:38:00,0.79,14415,United Kingdom,5.53,2011,12,December,Thursday
581412,22867,HAND WARMER BIRD DESIGN,6,2011-12-08 14:38:00,2.1,14415,United Kingdom,12.600000000000001,2011,12,December,Thursday
581412,22866,HAND WARMER SCOTTY DOG DESIGN,6,2011-12-08 14:38:00,2.1,14415,United Kingdom,12.600000000000001,2011,12,December,Thursday
581412,22688,DOORMAT PEACE ON EARTH BLUE,1,2011-12-08 14:38:00,8.25,14415,United Kingdom,8.25,2011,12,December,Thursday
581412,20685,DOORMAT RED RETROSPOT,1,2011-12-08 14:38:00,8.25,14415,United Kingdom,8.25,2011,12,December,Thursday
581412,23283,DOORMAT VINTAGE LEAF,2,2011-12-08 14:38:00,8.25,14415,United Kingdom,16.5,2011,12,December,Thursday
581412,22303,COFFEE MUG APPLES DESIGN,6,2011-12-08 14:38:00,2.55,14415,United Kingdom,15.299999999999999,2011,12,December,Thursday
581412,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-12-08 14:38:00,2.55,14415,United Kingdom,15.299999999999999,2011,12,December,Thursday
581412,22302,COFFEE MUG PEARS  DESIGN,12,2011-12-08 14:38:00,2.55,14415,United Kingdom,30.599999999999998,2011,12,December,Thursday
581412,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-12-08 14:38:00,1.25,14415,United Kingdom,15.0,2011,12,December,Thursday
581412,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-12-08 14:38:00,1.25,14415,United Kingdom,15.0,2011,12,December,Thursday
581412,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-12-08 14:38:00,2.55,14415,United Kingdom,15.299999999999999,2011,12,December,Thursday
581412,21314,SMALL GLASS HEART TRINKET POT,4,2011-12-08 14:38:00,2.1,14415,United Kingdom,8.4,2011,12,December,Thursday
581412,22847,BREAD BIN DINER STYLE IVORY,1,2011-12-08 14:38:00,16.95,14415,United Kingdom,16.95,2011,12,December,Thursday
581412,21819,GLITTER CHRISTMAS STAR,36,2011-12-08 14:38:00,0.39,14415,United Kingdom,14.040000000000001,2011,12,December,Thursday
581412,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-12-08 14:38:00,2.95,14415,United Kingdom,2.95,2011,12,December,Thursday
581412,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-12-08 14:38:00,1.25,14415,United Kingdom,30.0,2011,12,December,Thursday
581412,23661,MILK MAIDS MUG,6,2011-12-08 14:38:00,1.65,14415,United Kingdom,9.899999999999999,2011,12,December,Thursday
581412,23660,HENRIETTA HEN MUG,6,2011-12-08 14:38:00,1.65,14415,United Kingdom,9.899999999999999,2011,12,December,Thursday
581412,35970,ZINC FOLKART SLEIGH BELLS,12,2011-12-08 14:38:00,1.69,14415,United Kingdom,20.28,2011,12,December,Thursday
581412,22576,SWALLOW WOODEN CHRISTMAS DECORATION,20,2011-12-08 14:38:00,0.85,14415,United Kingdom,17.0,2011,12,December,Thursday
581412,22574,HEART WOODEN CHRISTMAS DECORATION,30,2011-12-08 14:38:00,0.85,14415,United Kingdom,25.5,2011,12,December,Thursday
581412,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,2011,12,December,Thursday
581412,23381,PACK OF 12 VINTAGE LEAF TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,2011,12,December,Thursday
581412,21967,PACK OF 12 SKULL TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,2011,12,December,Thursday
581412,21982,PACK OF 12 SUKI TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,2011,12,December,Thursday
581412,22614,PACK OF 12 SPACEBOY TISSUES,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,2011,12,December,Thursday
581412,23344,JUMBO BAG 50'S CHRISTMAS,10,2011-12-08 14:38:00,2.08,14415,United Kingdom,20.8,2011,12,December,Thursday
581412,23343,JUMBO BAG VINTAGE CHRISTMAS,10,2011-12-08 14:38:00,2.08,14415,United Kingdom,20.8,2011,12,December,Thursday
581412,23313,VINTAGE CHRISTMAS BUNTING,4,2011-12-08 14:38:00,4.95,14415,United Kingdom,19.8,2011,12,December,Thursday
581412,23497,CLASSIC CHROME BICYCLE BELL,1,2011-12-08 14:38:00,1.45,14415,United Kingdom,1.45,2011,12,December,Thursday
581412,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-12-08 14:38:00,2.55,14415,United Kingdom,2.55,2011,12,December,Thursday
581412,23103,JINGLE BELL HEART DECORATION,5,2011-12-08 14:38:00,1.65,14415,United Kingdom,8.25,2011,12,December,Thursday
581412,23184,BULL DOG BOTTLE OPENER,4,2011-12-08 14:38:00,4.95,14415,United Kingdom,19.8,2011,12,December,Thursday
581412,23212,HEART WREATH DECORATION WITH BELL,36,2011-12-08 14:38:00,1.25,14415,United Kingdom,45.0,2011,12,December,Thursday
581412,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-12-08 14:38:00,2.95,14415,United Kingdom,2.95,2011,12,December,Thursday
581412,23498,CLASSIC BICYCLE CLIPS,1,2011-12-08 14:38:00,1.45,14415,United Kingdom,1.45,2011,12,December,Thursday
581412,23552,BICYCLE PUNCTURE REPAIR KIT,1,2011-12-08 14:38:00,2.08,14415,United Kingdom,2.08,2011,12,December,Thursday
581412,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-12-08 14:38:00,1.65,14415,United Kingdom,3.3,2011,12,December,Thursday
581412,22551,PLASTERS IN TIN SPACEBOY,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,22852,DOG BOWL VINTAGE CREAM,1,2011-12-08 14:38:00,4.25,14415,United Kingdom,4.25,2011,12,December,Thursday
581412,22199,FRYING PAN RED RETROSPOT,1,2011-12-08 14:38:00,1.25,14415,United Kingdom,1.25,2011,12,December,Thursday
581412,22200,FRYING PAN PINK POLKADOT,2,2011-12-08 14:38:00,1.25,14415,United Kingdom,2.5,2011,12,December,Thursday
581412,22201,FRYING PAN BLUE POLKADOT,2,2011-12-08 14:38:00,1.25,14415,United Kingdom,2.5,2011,12,December,Thursday
581412,22207,FRYING PAN UNION FLAG,2,2011-12-08 14:38:00,4.25,14415,United Kingdom,8.5,2011,12,December,Thursday
581412,22203,MILK PAN RED RETROSPOT,3,2011-12-08 14:38:00,1.25,14415,United Kingdom,3.75,2011,12,December,Thursday
581412,22556,PLASTERS IN TIN CIRCUS PARADE,1,2011-12-08 14:38:00,1.65,14415,United Kingdom,1.65,2011,12,December,Thursday
581412,22204,MILK PAN BLUE POLKADOT,2,2011-12-08 14:38:00,1.25,14415,United Kingdom,2.5,2011,12,December,Thursday
581412,23256,CHILDRENS CUTLERY SPACEBOY,3,2011-12-08 14:38:00,4.15,14415,United Kingdom,12.450000000000001,2011,12,December,Thursday
581412,23255,CHILDRENS CUTLERY CIRCUS PARADE,3,2011-12-08 14:38:00,4.15,14415,United Kingdom,12.450000000000001,2011,12,December,Thursday
581412,23254,CHILDRENS CUTLERY DOLLY GIRL,3,2011-12-08 14:38:00,4.15,14415,United Kingdom,12.450000000000001,2011,12,December,Thursday
581412,22597,MUSICAL ZINC HEART DECORATION,27,2011-12-08 14:38:00,0.29,14415,United Kingdom,7.829999999999999,2011,12,December,Thursday
581412,23416,CHAMBRE HOOK,4,2011-12-08 14:38:00,0.39,14415,United Kingdom,1.56,2011,12,December,Thursday
581412,23417,BATHROOM HOOK,4,2011-12-08 14:38:00,0.39,14415,United Kingdom,1.56,2011,12,December,Thursday
581412,82582,AREA PATROLLED METAL SIGN,6,2011-12-08 14:38:00,2.1,14415,United Kingdom,12.600000000000001,2011,12,December,Thursday
581412,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-12-08 14:38:00,1.95,14415,United Kingdom,7.8,2011,12,December,Thursday
581412,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,2011-12-08 14:38:00,1.45,14415,United Kingdom,8.7,2011,12,December,Thursday
581412,22070,SMALL RED RETROSPOT MUG IN BOX,2,2011-12-08 14:38:00,3.75,14415,United Kingdom,7.5,2011,12,December,Thursday
581412,22071,SMALL WHITE RETROSPOT MUG IN BOX,3,2011-12-08 14:38:00,3.75,14415,United Kingdom,11.25,2011,12,December,Thursday
581412,22979,PANTRY WASHING UP BRUSH,2,2011-12-08 14:38:00,1.45,14415,United Kingdom,2.9,2011,12,December,Thursday
581412,21080,SET/20 RED RETROSPOT PAPER NAPKINS,3,2011-12-08 14:38:00,0.85,14415,United Kingdom,2.55,2011,12,December,Thursday
581412,23479,WIRE EGG BASKET,2,2011-12-08 14:38:00,7.85,14415,United Kingdom,15.7,2011,12,December,Thursday
581412,23165,LARGE CERAMIC TOP STORAGE JAR,3,2011-12-08 14:38:00,1.65,14415,United Kingdom,4.949999999999999,2011,12,December,Thursday
581412,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,4,2011-12-08 14:38:00,1.45,14415,United Kingdom,5.8,2011,12,December,Thursday
581412,23196,VINTAGE LEAF MAGNETIC NOTEPAD,6,2011-12-08 14:38:00,1.45,14415,United Kingdom,8.7,2011,12,December,Thursday
581412,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-12-08 14:38:00,14.95,14415,United Kingdom,14.95,2011,12,December,Thursday
581412,23213,STAR WREATH DECORATION WITH BELL,12,2011-12-08 14:38:00,1.25,14415,United Kingdom,15.0,2011,12,December,Thursday
581412,22571,ROCKING HORSE RED CHRISTMAS,31,2011-12-08 14:38:00,0.85,14415,United Kingdom,26.349999999999998,2011,12,December,Thursday
581412,85061W,WHITE JEWELLED HEART DECORATION,24,2011-12-08 14:38:00,0.85,14415,United Kingdom,20.4,2011,12,December,Thursday
581412,21843,RED RETROSPOT CAKE STAND,1,2011-12-08 14:38:00,10.95,14415,United Kingdom,10.95,2011,12,December,Thursday
581412,22592,CARDHOLDER HOLLY WREATH METAL,5,2011-12-08 14:38:00,3.75,14415,United Kingdom,18.75,2011,12,December,Thursday
581412,84836,ZINC METAL HEART DECORATION,12,2011-12-08 14:38:00,1.25,14415,United Kingdom,15.0,2011,12,December,Thursday
581412,22189,CREAM HEART CARD HOLDER,2,2011-12-08 14:38:00,3.95,14415,United Kingdom,7.9,2011,12,December,Thursday
581412,23107,WHITE HEARTS WIRE PLANT POT HOLDER,4,2011-12-08 14:38:00,0.79,14415,United Kingdom,3.16,2011,12,December,Thursday
581412,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,2011-12-08 14:38:00,4.65,14415,United Kingdom,13.950000000000001,2011,12,December,Thursday
581412,21733,RED HANGING HEART T-LIGHT HOLDER,4,2011-12-08 14:38:00,2.95,14415,United Kingdom,11.8,2011,12,December,Thursday
581412,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-12-08 14:38:00,0.65,14415,United Kingdom,5.2,2011,12,December,Thursday
581412,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2011-12-08 14:38:00,2.95,14415,United Kingdom,11.8,2011,12,December,Thursday
581412,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-12-08 14:38:00,0.83,14415,United Kingdom,9.959999999999999,2011,12,December,Thursday
581412,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-12-08 14:38:00,0.95,14415,United Kingdom,11.399999999999999,2011,12,December,Thursday
581412,23153,ZINC SWEETHEART WIRE LETTER RACK,2,2011-12-08 14:38:00,3.75,14415,United Kingdom,7.5,2011,12,December,Thursday
581412,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-12-08 14:38:00,3.75,14415,United Kingdom,3.75,2011,12,December,Thursday
581412,22928,YELLOW GIANT GARDEN THERMOMETER,1,2011-12-08 14:38:00,5.95,14415,United Kingdom,5.95,2011,12,December,Thursday
581411,22725,ALARM CLOCK BAKELIKE CHOCOLATE,16,2011-12-08 14:15:00,3.75,17554,United Kingdom,60.0,2011,12,December,Thursday
581411,22726,ALARM CLOCK BAKELIKE GREEN,20,2011-12-08 14:15:00,3.75,17554,United Kingdom,75.0,2011,12,December,Thursday
581411,22727,ALARM CLOCK BAKELIKE RED,16,2011-12-08 14:15:00,3.75,17554,United Kingdom,60.0,2011,12,December,Thursday
581411,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-12-08 14:15:00,3.75,17554,United Kingdom,15.0,2011,12,December,Thursday
581411,16016,LARGE CHINESE STYLE SCISSOR,10,2011-12-08 14:15:00,0.85,17554,United Kingdom,8.5,2011,12,December,Thursday
581411,23188,VINTAGE  2 METRE FOLDING RULER,12,2011-12-08 14:15:00,1.65,17554,United Kingdom,19.799999999999997,2011,12,December,Thursday
581410,84949,SILVER HANGING T-LIGHT HOLDER,72,2011-12-08 14:14:00,1.45,13098,United Kingdom,104.39999999999999,2011,12,December,Thursday
581410,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-12-08 14:14:00,0.42,13098,United Kingdom,10.5,2011,12,December,Thursday
581410,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,48,2011-12-08 14:14:00,2.55,13098,United Kingdom,122.39999999999999,2011,12,December,Thursday
581410,48184,DOORMAT ENGLISH ROSE,10,2011-12-08 14:14:00,7.08,13098,United Kingdom,70.8,2011,12,December,Thursday
581410,23681,LUNCH BAG RED VINTAGE DOILY,20,2011-12-08 14:14:00,1.65,13098,United Kingdom,33.0,2011,12,December,Thursday
581410,23582,VINTAGE DOILY JUMBO BAG RED,100,2011-12-08 14:14:00,1.79,13098,United Kingdom,179.0,2011,12,December,Thursday
581410,23576,SNACK TRAY RED VINTAGE DOILY,8,2011-12-08 14:14:00,1.95,13098,United Kingdom,15.6,2011,12,December,Thursday
581410,23575,SNACK TRAY PAISLEY PARK,8,2011-12-08 14:14:00,1.95,13098,United Kingdom,15.6,2011,12,December,Thursday
581410,23546,WRAP PAISLEY PARK,50,2011-12-08 14:14:00,0.42,13098,United Kingdom,21.0,2011,12,December,Thursday
581410,23545,WRAP RED VINTAGE DOILY,75,2011-12-08 14:14:00,0.42,13098,United Kingdom,31.5,2011,12,December,Thursday
581410,23346,SPACEBOY BEAKER,12,2011-12-08 14:14:00,1.25,13098,United Kingdom,15.0,2011,12,December,Thursday
581410,23345,DOLLY GIRL BEAKER,12,2011-12-08 14:14:00,1.25,13098,United Kingdom,15.0,2011,12,December,Thursday
581410,23344,JUMBO BAG 50'S CHRISTMAS,20,2011-12-08 14:14:00,2.08,13098,United Kingdom,41.6,2011,12,December,Thursday
581410,23231,WRAP  VINTAGE DOILY,50,2011-12-08 14:14:00,0.42,13098,United Kingdom,21.0,2011,12,December,Thursday
581410,23230,WRAP ALPHABET DESIGN,50,2011-12-08 14:14:00,0.42,13098,United Kingdom,21.0,2011,12,December,Thursday
581410,23209,LUNCH BAG VINTAGE DOILY,20,2011-12-08 14:14:00,1.65,13098,United Kingdom,33.0,2011,12,December,Thursday
581410,23084,RABBIT NIGHT LIGHT,168,2011-12-08 14:14:00,1.79,13098,United Kingdom,300.72,2011,12,December,Thursday
581410,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,48,2011-12-08 14:14:00,3.39,13098,United Kingdom,162.72,2011,12,December,Thursday
581410,22585,PACK OF 6 BIRDY GIFT TAGS,36,2011-12-08 14:14:00,1.25,13098,United Kingdom,45.0,2011,12,December,Thursday
581410,22150,3 STRIPEY MICE FELTCRAFT,40,2011-12-08 14:14:00,1.65,13098,United Kingdom,66.0,2011,12,December,Thursday
581410,22086,PAPER CHAIN KIT 50'S CHRISTMAS,80,2011-12-08 14:14:00,2.55,13098,United Kingdom,204.0,2011,12,December,Thursday
581410,21498,RED RETROSPOT WRAP,75,2011-12-08 14:14:00,0.42,13098,United Kingdom,31.5,2011,12,December,Thursday
581410,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-12-08 14:14:00,1.45,13098,United Kingdom,17.4,2011,12,December,Thursday
581410,20725,LUNCH BAG RED RETROSPOT,20,2011-12-08 14:14:00,1.65,13098,United Kingdom,33.0,2011,12,December,Thursday
581410,20685,DOORMAT RED RETROSPOT,10,2011-12-08 14:14:00,7.08,13098,United Kingdom,70.8,2011,12,December,Thursday
581407,23227,FILIGREE HEART BUTTERFLY WHITE,4,2011-12-08 13:59:00,1.25,13263,United Kingdom,5.0,2011,12,December,Thursday
581407,21877,HOME SWEET HOME MUG,1,2011-12-08 13:59:00,1.65,13263,United Kingdom,1.65,2011,12,December,Thursday
581407,21873,IF YOU CAN'T STAND THE HEAT MUG,1,2011-12-08 13:59:00,1.25,13263,United Kingdom,1.25,2011,12,December,Thursday
581407,21872,GLAMOROUS  MUG,1,2011-12-08 13:59:00,1.25,13263,United Kingdom,1.25,2011,12,December,Thursday
581407,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,2011-12-08 13:59:00,1.25,13263,United Kingdom,3.75,2011,12,December,Thursday
581407,22113,GREY HEART HOT WATER BOTTLE,1,2011-12-08 13:59:00,4.25,13263,United Kingdom,4.25,2011,12,December,Thursday
581407,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-12-08 13:59:00,3.75,13263,United Kingdom,3.75,2011,12,December,Thursday
581407,23358,HOT STUFF HOT WATER BOTTLE,4,2011-12-08 13:59:00,1.25,13263,United Kingdom,5.0,2011,12,December,Thursday
581407,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-12-08 13:59:00,1.25,13263,United Kingdom,1.25,2011,12,December,Thursday
581407,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1,2011-12-08 13:59:00,0.29,13263,United Kingdom,0.29,2011,12,December,Thursday
581407,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,26,2011-12-08 13:59:00,0.29,13263,United Kingdom,7.539999999999999,2011,12,December,Thursday
581407,21810,CHRISTMAS HANGING STAR WITH BELL,5,2011-12-08 13:59:00,0.39,13263,United Kingdom,1.9500000000000002,2011,12,December,Thursday
581407,21809,CHRISTMAS HANGING TREE WITH BELL,5,2011-12-08 13:59:00,0.39,13263,United Kingdom,1.9500000000000002,2011,12,December,Thursday
581407,23223,CHRISTMAS TREE HANGING SILVER,2,2011-12-08 13:59:00,0.83,13263,United Kingdom,1.66,2011,12,December,Thursday
581407,23222,CHRISTMAS TREE HANGING GOLD,2,2011-12-08 13:59:00,0.83,13263,United Kingdom,1.66,2011,12,December,Thursday
581407,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,22593,CHRISTMAS GINGHAM STAR,3,2011-12-08 13:59:00,0.85,13263,United Kingdom,2.55,2011,12,December,Thursday
581407,22594,CHRISTMAS GINGHAM TREE,3,2011-12-08 13:59:00,0.85,13263,United Kingdom,2.55,2011,12,December,Thursday
581407,22595,GINGHAM HEART DECORATION,12,2011-12-08 13:59:00,0.85,13263,United Kingdom,10.2,2011,12,December,Thursday
581407,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-08 13:59:00,0.95,13263,United Kingdom,0.95,2011,12,December,Thursday
581407,22942,CHRISTMAS LIGHTS 10 SANTAS,1,2011-12-08 13:59:00,2.95,13263,United Kingdom,2.95,2011,12,December,Thursday
581407,23323,WHITE WICKER STAR,1,2011-12-08 13:59:00,2.1,13263,United Kingdom,2.1,2011,12,December,Thursday
581407,22694,WICKER STAR,1,2011-12-08 13:59:00,2.1,13263,United Kingdom,2.1,2011,12,December,Thursday
581407,21754,HOME BUILDING BLOCK WORD,1,2011-12-08 13:59:00,6.25,13263,United Kingdom,6.25,2011,12,December,Thursday
581407,21755,LOVE BUILDING BLOCK WORD,1,2011-12-08 13:59:00,6.25,13263,United Kingdom,6.25,2011,12,December,Thursday
581407,22119,PEACE WOODEN BLOCK LETTERS,2,2011-12-08 13:59:00,1.95,13263,United Kingdom,3.9,2011,12,December,Thursday
581407,22118,JOY WOODEN BLOCK LETTERS,2,2011-12-08 13:59:00,1.25,13263,United Kingdom,2.5,2011,12,December,Thursday
581407,22121,NOEL WOODEN BLOCK LETTERS,1,2011-12-08 13:59:00,5.95,13263,United Kingdom,5.95,2011,12,December,Thursday
581407,79321,CHILLI LIGHTS,2,2011-12-08 13:59:00,5.75,13263,United Kingdom,11.5,2011,12,December,Thursday
581407,23267,SET OF 4 SANTA PLACE SETTINGS,1,2011-12-08 13:59:00,1.25,13263,United Kingdom,1.25,2011,12,December,Thursday
581407,22558,CLOTHES PEGS RETROSPOT PACK 24,2,2011-12-08 13:59:00,1.65,13263,United Kingdom,3.3,2011,12,December,Thursday
581407,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-12-08 13:59:00,4.95,13263,United Kingdom,9.9,2011,12,December,Thursday
581407,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-12-08 13:59:00,4.95,13263,United Kingdom,4.95,2011,12,December,Thursday
581407,23356,LOVE HOT WATER BOTTLE,1,2011-12-08 13:59:00,5.95,13263,United Kingdom,5.95,2011,12,December,Thursday
581407,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-08 13:59:00,4.95,13263,United Kingdom,9.9,2011,12,December,Thursday
581407,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-12-08 13:59:00,4.95,13263,United Kingdom,9.9,2011,12,December,Thursday
581407,22109,FULL ENGLISH BREAKFAST PLATE,2,2011-12-08 13:59:00,3.75,13263,United Kingdom,7.5,2011,12,December,Thursday
581407,23452,HEART MINI PORTRAIT FRAME,1,2011-12-08 13:59:00,1.95,13263,United Kingdom,1.95,2011,12,December,Thursday
581407,23451,SQUARE MINI PORTRAIT FRAME,1,2011-12-08 13:59:00,1.95,13263,United Kingdom,1.95,2011,12,December,Thursday
581407,23453,OVAL  MINI PORTRAIT FRAME,1,2011-12-08 13:59:00,1.95,13263,United Kingdom,1.95,2011,12,December,Thursday
581407,22766,PHOTO FRAME CORNICE,2,2011-12-08 13:59:00,2.95,13263,United Kingdom,5.9,2011,12,December,Thursday
581407,85150,LADIES & GENTLEMEN METAL SIGN,3,2011-12-08 13:59:00,2.55,13263,United Kingdom,7.6499999999999995,2011,12,December,Thursday
